cod articolo,differenza,data partenza,data fine
4412ZN,10.976382458246446,2021-11-13,2021-11-23 23:25:59.444392488
4412ZN,6.02178589660523,2021-01-30,2021-02-05 00:31:22.301466689
4412ZN,5.722627302990167,2021-09-07,2021-09-12 17:20:34.998978353
4412ZN,7.439888080567765,2021-05-11,2021-05-18 10:33:26.330161057
4412ZN,7.2857925269498285,2021-01-09,2021-01-16 06:51:32.474328462
4412ZN,5.96537232329439,2021-01-26,2021-01-31 23:10:08.168732636
4412ZN,7.914260107751252,2021-12-08,2021-12-15 21:56:32.073309712
4412ZN,6.962478449789032,2021-11-17,2021-11-23 23:05:58.138061769
4412ZN,6.054611712184474,2021-09-10,2021-09-16 01:18:38.451932740
4412ZN,8.201315613648445,2021-05-06,2021-05-14 04:49:53.669019221
4412ZN,8.886228814705435,2021-07-14,2021-07-22 21:16:10.169590546
4412ZN,6.196341085021679,2021-10-17,2021-10-23 04:42:43.869745874
4412ZN,7.210818953933658,2021-01-13,2021-01-20 05:03:34.757619871
4412ZN,6.031257565796938,2021-08-04,2021-08-10 00:45:00.653684852
4412ZN,3.1730247870300876,2021-07-03,2021-07-06 04:09:09.341599400
4412ZN,5.1312250373122685,2021-04-12,2021-04-17 03:08:57.843223782
4412ZN,6.556639867393517,2021-11-27,2021-12-03 13:21:33.684542798
4412ZN,8.389015251658915,2021-07-28,2021-08-05 09:20:10.917743328
4412ZN,2.747463326067756,2021-11-16,2021-11-18 17:56:20.831372257
4412ZN,9.227609112966555,2021-03-15,2021-03-24 05:27:45.427360314
4412ZN,7.624768127260092,2021-07-24,2021-07-31 14:59:39.966195272
4412ZN,6.145192965387474,2021-08-20,2021-08-26 03:29:04.672209480
4412ZN,10.376478660134559,2021-10-09,2021-10-19 09:02:07.756235629
4412ZN,9.097856271285272,2021-09-23,2021-10-02 02:20:54.781839049
4412ZN,2.6640188360579167,2021-03-11,2021-03-13 15:56:11.227435402
4412ZN,5.689050785392595,2021-07-11,2021-07-16 16:32:13.987857920
4412ZN,5.865710901361103,2021-10-25,2021-10-30 20:46:37.421877599
4412ZN,8.709278371664606,2021-01-31,2021-02-08 17:01:21.651311821
4412ZN,4.216150471314079,2021-05-21,2021-05-25 05:11:15.400721538
4412ZN,4.913847804284615,2021-05-02,2021-05-06 21:55:56.450290189
4412ZN,2.4044818850908034,2021-09-08,2021-09-10 09:42:27.234871845
4412ZN,7.645004663947768,2021-11-07,2021-11-14 15:28:48.402965089
4412ZN,5.000642482895818,2021-04-16,2021-04-21 00:00:55.510522197
4412ZN,5.460978397742243,2021-04-06,2021-04-11 11:03:48.533564926
4412ZN,7.346805732006732,2021-04-06,2021-04-13 08:19:24.015245378
4412ZN,10.494882238292977,2021-01-07,2021-01-17 11:52:37.825388515
4412ZN,7.622650927214899,2021-08-27,2021-09-03 14:56:37.040111367
4412ZN,5.677363435841078,2021-07-27,2021-08-01 16:15:24.200856671
4412ZN,6.314238212525643,2021-11-27,2021-12-03 07:32:30.181562211
4412ZN,8.74859105375458,2021-05-09,2021-05-17 17:57:58.267044397
4412ZN,4.828369539684475,2021-05-03,2021-05-07 19:52:51.128228740
4412ZN,7.717753808865133,2021-09-14,2021-09-21 17:13:33.929085944
4412ZN,6.588708518003608,2021-05-06,2021-05-12 14:07:44.415955511
4412ZN,4.290318744780704,2021-03-10,2021-03-14 06:58:03.539549052
4412ZN,6.439577789307036,2021-12-04,2021-12-10 10:32:59.520996124
4412ZN,6.291992374206921,2021-01-13,2021-01-19 07:00:28.141131476
4412ZN,7.752832243564547,2021-07-18,2021-07-25 18:04:04.705843972
4412ZN,8.241537939601114,2021-08-31,2021-09-08 05:47:48.877981535
4412ZN,4.474580065316667,2021-04-18,2021-04-22 11:23:23.717643362
4412ZN,7.2393027277197355,2021-03-25,2021-04-01 05:44:35.755674982
4412ZN,9.243894464936249,2021-06-22,2021-07-01 05:51:12.481770487
4412ZN,4.292515081141848,2021-09-25,2021-09-29 07:01:13.303010651
4412ZN,8.402389889699446,2021-11-08,2021-11-16 09:39:26.486470028
4412ZN,2.6900331230418892,2021-05-05,2021-05-07 16:33:38.861830820
4412ZN,5.491166597484909,2021-02-11,2021-02-16 11:47:16.794022695
4412ZN,7.090707440767898,2021-04-29,2021-05-06 02:10:37.122882346
4412ZN,4.674184154089292,2021-05-05,2021-05-09 16:10:49.510913315
4412ZN,9.732342624153574,2021-07-27,2021-08-05 17:34:34.402726871
4412ZN,5.860577499147867,2021-11-06,2021-11-11 20:39:13.895926378
4412ZN,5.709430015785856,2021-01-09,2021-01-14 17:01:34.753363901
4412ZN,6.8773366155647615,2021-06-23,2021-06-29 21:03:21.883584798
4412ZN,7.914164101145058,2021-03-13,2021-03-20 21:56:23.778338936
4412ZN,4.29875750032779,2021-08-28,2021-09-01 07:10:12.648028321
4412ZN,8.969947934563383,2021-09-02,2021-09-10 23:16:43.501546277
4412ZN,7.481265087690465,2021-03-31,2021-04-07 11:33:01.303576459
4412ZN,7.216218273316777,2021-07-23,2021-07-30 05:11:21.258814571
4412ZN,6.257428720122802,2021-05-15,2021-05-21 06:10:41.841418609
4412ZN,5.815049613818356,2021-07-31,2021-08-05 19:33:40.286633909
4412ZN,7.6723562527937155,2021-11-27,2021-12-04 16:08:11.580241375
4412ZN,5.400907445772116,2021-08-21,2021-08-26 09:37:18.403314709
4412ZN,3.7444185555479295,2021-01-03,2021-01-06 17:51:57.763199338
4412ZN,6.611452736736022,2021-08-20,2021-08-26 14:40:29.516453990
4412ZN,5.599421360789567,2021-11-05,2021-11-10 14:23:10.005572221
4412ZN,8.386898109209037,2021-02-01,2021-02-09 09:17:07.996635657
4412ZN,5.788596553033533,2021-01-19,2021-01-24 18:55:34.742182094
4412ZN,6.287703763710327,2021-06-27,2021-07-03 06:54:17.605184569
4412ZN,5.395573934024169,2021-02-05,2021-02-10 09:29:37.587899690
4412ZN,6.333215974017034,2021-09-07,2021-09-13 07:59:49.860155068
4424S+ZN/F,7.391054620858565,2021-07-21,2021-07-28 09:23:07.119242183
4424S+ZN/F,7.8265901409547665,2021-05-23,2021-05-30 19:50:17.388178494
4424S+ZN/F,7.843197917778641,2021-04-09,2021-04-16 20:14:12.300096071
4424S+ZN/F,8.282178559229287,2021-02-28,2021-03-08 06:46:20.227517411
4424S+ZN/F,8.903470814419508,2021-09-22,2021-09-30 21:40:59.878365844
4424S+ZN/F,7.647945271451376,2021-03-20,2021-03-27 15:33:02.471453400
4424S+ZN/F,7.043922582044295,2021-10-24,2021-10-31 01:03:14.911088627
4424S+ZN/F,7.307747927294649,2021-12-22,2021-12-29 07:23:09.420918253
4424S+ZN/F,8.537436485860905,2021-02-01,2021-02-09 12:53:54.512378381
4424S+ZN/F,7.329442252177683,2021-02-05,2021-02-12 07:54:23.810588153
4424S+ZN/F,7.846336563084769,2021-05-07,2021-05-14 20:18:43.479050526
4424S+ZN/F,7.8426101346994175,2021-10-12,2021-10-19 20:13:21.515638028
4424S+ZN/F,8.533275532018932,2021-09-07,2021-09-15 12:47:55.005966432
4424S+ZN/F,8.177507735084193,2021-02-15,2021-02-23 04:15:36.668311274
4424S+ZN/F,7.433308774488328,2021-10-13,2021-10-20 10:23:57.878115789
4424S+ZN/F,7.618367886356143,2021-10-19,2021-10-26 14:50:26.985381167
4424S+ZN/F,7.976175832421589,2021-08-04,2021-08-11 23:25:41.591921226
4424S+ZN/F,7.832023928744907,2021-10-21,2021-10-28 19:58:06.867443559
4424S+ZN/F,7.640203819809944,2021-08-23,2021-08-30 15:21:53.610031575
4424S+ZN/F,7.8117048953520465,2021-02-11,2021-02-18 19:28:51.302958412
4424S+ZN/F,7.814399531581849,2021-12-29,2022-01-05 19:32:44.119528667
4424S+ZN/F,8.806704723896246,2021-05-24,2021-06-01 19:21:39.288144631
4424S+ZN/F,7.478209512714836,2021-11-17,2021-11-24 11:28:37.301898558
4424S+ZN/F,8.280675347329352,2021-08-07,2021-08-15 06:44:10.350009260
4424S+ZN/F,8.391053745004125,2021-10-07,2021-10-15 09:23:07.043568354
4424S+ZN/F,7.551553338423021,2021-07-23,2021-07-30 13:14:14.208439747
4424S+ZN/F,7.4493211993776685,2021-02-11,2021-02-18 10:47:01.351626233
4424S+ZN/F,7.26714244665839,2021-01-09,2021-01-16 06:24:41.107391285
4424S+ZN/F,7.47051771364733,2021-03-14,2021-03-21 11:17:32.730459126
4424S+ZN/F,8.104123238708409,2021-02-11,2021-02-19 02:29:56.247824405
4424S+ZN/F,7.971128862186451,2021-09-12,2021-09-19 23:18:25.533692913
4424S+ZN/F,7.131076882310702,2021-07-15,2021-07-22 03:08:45.042631644
4424S+ZN/F,8.462986454087988,2021-09-20,2021-09-28 11:06:42.029633203
4424S+ZN/F,7.843660775124469,2021-02-02,2021-02-09 20:14:52.290970756
4424S+ZN/F,8.114508999312564,2021-09-21,2021-09-29 02:44:53.577540608
4424S+ZN/F,7.625983167754862,2021-06-04,2021-06-11 15:01:24.945694023
4424S+ZN/F,7.113393861591239,2021-09-30,2021-10-07 02:43:17.229641479
4424S+ZN/F,8.667362637295275,2021-09-06,2021-09-14 16:01:00.131862313
4424S+ZN/F,7.430226908176191,2021-12-10,2021-12-17 10:19:31.604866423
4424S+ZN/F,6.739261760775307,2021-06-19,2021-06-25 17:44:32.216130985
4424S+ZN/F,8.005061000612326,2021-03-14,2021-03-22 00:07:17.270452902
4424S+ZN/F,8.100374185169711,2021-11-10,2021-11-18 02:24:32.329598662
4424S+ZN/F,8.074881757617613,2021-01-28,2021-02-05 01:47:49.783858160
4424S+ZN/F,7.669214519827099,2021-12-03,2021-12-10 16:03:40.134513061
4424S+ZN/F,8.403819198018654,2021-09-05,2021-09-13 09:41:29.978708815
4424S+ZN/F,8.012119257502393,2021-06-28,2021-07-06 00:17:27.103848207
4424S+ZN/F,7.470593344296245,2021-04-09,2021-04-16 11:17:39.264947191
4424S+ZN/F,7.132686313722248,2021-10-13,2021-10-20 03:11:04.097505598
4424S+ZN/F,7.05360872122823,2021-08-27,2021-09-03 01:17:11.793514116
4424S+ZN/F,8.007108541371778,2021-11-09,2021-11-17 00:10:14.177974523
4424S+ZN/F,7.869538396779125,2021-09-08,2021-09-15 20:52:08.117481714
4424S+ZN/F,7.992812021348516,2021-08-14,2021-08-21 23:49:38.958644510
4424S+ZN/F,9.082089505229531,2021-06-03,2021-06-12 01:58:12.533251828
4424S+ZN/F,7.6320289170002455,2021-01-24,2021-01-31 15:10:07.298428817
4424S+ZN/F,7.812270427427661,2021-04-02,2021-04-09 19:29:40.164929753
4424S+ZN/F,8.681040628841082,2021-02-03,2021-02-11 16:20:41.910331871
4424S+ZN/F,7.822884828293548,2021-05-22,2021-05-29 19:44:57.249164558
4424S+ZN/F,7.398812117145028,2021-02-20,2021-02-27 09:34:17.366921328
4424S+ZN/F,8.090444888399007,2021-07-26,2021-08-03 02:10:14.438357673
4424S+ZN/F,8.243326808408286,2021-09-16,2021-09-24 05:50:23.436246477
4424S+ZN/F,7.926459485348111,2021-07-15,2021-07-22 22:14:06.099534075
4424S+ZN/F,8.402699753610454,2021-01-13,2021-01-21 09:39:53.258711947
4424S+ZN/F,7.303986598784196,2021-11-21,2021-11-28 07:17:44.442134954
4424S+ZN/F,7.122356008542863,2021-07-03,2021-07-10 02:56:11.559138106
4424S+ZN/F,7.396652116163719,2021-01-28,2021-02-04 09:31:10.742836543
4424S+ZN/F,7.847237441821295,2021-03-18,2021-03-25 20:20:01.314973360
4424S+ZN/F,7.986325029736902,2021-09-07,2021-09-14 23:40:18.482569268
4424S+ZN/F,8.354173704171426,2021-04-26,2021-05-04 08:30:00.608040408
4424S+ZN/F,8.646413348945055,2021-09-17,2021-09-25 15:30:50.113348856
4424S+ZN/F,7.869769067882682,2021-01-24,2021-01-31 20:52:28.047465065
4424S+ZN/F,7.474153545594829,2021-10-24,2021-10-31 11:22:46.866339390
4424S+ZN/F,7.35736565871955,2021-02-28,2021-03-07 08:34:36.392913364
4424S+ZN/F,7.572204728396082,2021-03-06,2021-03-13 13:43:58.488533423
4424S+ZN/F,7.784230037346251,2021-09-20,2021-09-27 18:49:17.475226720
4424S+ZN/F,7.59388130935524,2021-11-16,2021-11-23 14:15:11.345128289
4424S+ZN/F,7.596991860019611,2021-08-08,2021-08-15 14:19:40.096705693
4424S+ZN/F,8.236871841620765,2021-02-24,2021-03-04 05:41:05.727116037
4424S+ZN/F,7.366021852112494,2021-12-17,2021-12-24 08:47:04.288022520
4424S+ZN/F,8.05084866192521,2021-02-14,2021-02-22 01:13:13.324390337
4424S+ZN/F,7.585326815372095,2021-04-11,2021-04-18 14:02:52.236848149
4424S+ZN/F,7.612636774576524,2021-04-15,2021-04-22 14:42:11.817323409
4424S+ZN/F,7.6137182071532035,2021-02-23,2021-03-02 14:43:45.253098036
4424S+ZN/F,8.031803870254885,2021-10-09,2021-10-17 00:45:47.854390023
4424S+ZN/F,7.869555339073123,2021-07-10,2021-07-17 20:52:09.581295915
4424S+ZN/F,8.25045973564485,2021-06-15,2021-06-23 06:00:39.721159710
4424S+ZN/F,8.719088971561776,2021-02-24,2021-03-04 17:15:29.287142939
4424S+ZN/F,7.949908655231372,2021-03-03,2021-03-10 22:47:52.107811992
4424S+ZN/F,7.902168577844176,2021-01-13,2021-01-20 21:39:07.365125738
4424S+ZN/F,7.905690951166886,2021-03-04,2021-03-11 21:44:11.698180820
4424S+ZN/F,7.431179823617297,2021-07-12,2021-07-19 10:20:53.936760534
4424S+ZN/F,7.493120008103327,2021-07-16,2021-07-23 11:50:05.568700125
4424S+ZN/F,8.366620630930054,2021-03-23,2021-03-31 08:47:56.022512360
4424S+ZN/F,8.045839194889435,2021-10-18,2021-10-26 01:06:00.506438444
4424S+ZN/F,7.906155572539595,2021-02-15,2021-02-22 21:44:51.841467421
4424S+ZN/F,8.228204306323024,2021-06-07,2021-06-15 05:28:36.852066307
4424S+ZN/F,7.906852611811492,2021-12-18,2021-12-25 21:45:52.065660513
4424S+ZN/F,7.6539262690275915,2021-01-18,2021-01-25 15:41:39.229643984
4424S+ZN/F,7.717418776655988,2021-06-26,2021-07-03 17:13:04.982303078
4424S+ZN/F,7.364672666213353,2021-08-19,2021-08-26 08:45:07.718360837
4424S+ZN/F,7.78707495994505,2021-01-30,2021-02-06 18:53:23.276539256
4424ZN,8.0,2021-04-24,2021-05-02 00:00:00.000000000
4424ZN,8.0,2021-10-19,2021-10-27 00:00:00.000000000
4424ZN,8.0,2021-10-10,2021-10-18 00:00:00.000000000
4424ZN,8.0,2021-05-29,2021-06-06 00:00:00.000000000
4424ZN,8.0,2021-04-08,2021-04-16 00:00:00.000000000
4424ZN,8.0,2021-04-22,2021-04-30 00:00:00.000000000
4424ZN,8.0,2021-01-06,2021-01-14 00:00:00.000000000
4424ZN,8.0,2021-04-10,2021-04-18 00:00:00.000000000
4424ZN,8.0,2021-11-26,2021-12-04 00:00:00.000000000
4424ZN,8.0,2021-06-11,2021-06-19 00:00:00.000000000
4424ZN,8.0,2021-01-08,2021-01-16 00:00:00.000000000
4424ZN,8.0,2021-01-23,2021-01-31 00:00:00.000000000
4424ZN,8.0,2021-09-09,2021-09-17 00:00:00.000000000
4424ZN,8.0,2021-11-29,2021-12-07 00:00:00.000000000
4424ZN,8.0,2021-05-05,2021-05-13 00:00:00.000000000
4424ZN,8.0,2021-04-26,2021-05-04 00:00:00.000000000
4424ZN,8.0,2021-08-09,2021-08-17 00:00:00.000000000
4424ZN,8.0,2021-04-13,2021-04-21 00:00:00.000000000
4424ZN,8.0,2021-08-24,2021-09-01 00:00:00.000000000
4424ZN,8.0,2021-05-15,2021-05-23 00:00:00.000000000
4424ZN,8.0,2021-04-05,2021-04-13 00:00:00.000000000
4424ZN,8.0,2021-05-06,2021-05-14 00:00:00.000000000
4424ZN,8.0,2021-06-21,2021-06-29 00:00:00.000000000
4424ZN,8.0,2021-10-10,2021-10-18 00:00:00.000000000
4424ZN,8.0,2021-12-09,2021-12-17 00:00:00.000000000
4424ZN,8.0,2021-03-31,2021-04-08 00:00:00.000000000
4424ZN,8.0,2021-08-12,2021-08-20 00:00:00.000000000
4424ZN,8.0,2021-01-13,2021-01-21 00:00:00.000000000
4424ZN,8.0,2021-04-12,2021-04-20 00:00:00.000000000
4424ZN,8.0,2021-03-31,2021-04-08 00:00:00.000000000
4424ZN,8.0,2021-04-02,2021-04-10 00:00:00.000000000
4424ZN,8.0,2021-07-18,2021-07-26 00:00:00.000000000
4424ZN,8.0,2021-01-06,2021-01-14 00:00:00.000000000
4424ZN,8.0,2021-03-12,2021-03-20 00:00:00.000000000
4424ZN,8.0,2021-07-22,2021-07-30 00:00:00.000000000
4424ZN,8.0,2021-02-23,2021-03-03 00:00:00.000000000
4424ZN,8.0,2021-12-08,2021-12-16 00:00:00.000000000
4424ZN,8.0,2021-06-12,2021-06-20 00:00:00.000000000
4424ZN,8.0,2021-01-06,2021-01-14 00:00:00.000000000
4424ZN,8.0,2021-04-25,2021-05-03 00:00:00.000000000
4424ZN,8.0,2021-01-23,2021-01-31 00:00:00.000000000
4424ZN,8.0,2021-06-29,2021-07-07 00:00:00.000000000
4424ZN,8.0,2021-08-18,2021-08-26 00:00:00.000000000
4424ZN,8.0,2021-06-20,2021-06-28 00:00:00.000000000
4424ZN,8.0,2021-04-17,2021-04-25 00:00:00.000000000
4424ZN,8.0,2021-05-14,2021-05-22 00:00:00.000000000
4424ZN,8.0,2021-11-26,2021-12-04 00:00:00.000000000
4424ZN,8.0,2021-04-21,2021-04-29 00:00:00.000000000
4424ZN,8.0,2021-07-17,2021-07-25 00:00:00.000000000
4424ZN,8.0,2021-11-25,2021-12-03 00:00:00.000000000
4424ZN,8.0,2021-01-17,2021-01-25 00:00:00.000000000
4424ZN,8.0,2021-01-16,2021-01-24 00:00:00.000000000
4424ZN,8.0,2021-07-03,2021-07-11 00:00:00.000000000
4424ZN,8.0,2021-03-05,2021-03-13 00:00:00.000000000
4424ZN,8.0,2021-07-03,2021-07-11 00:00:00.000000000
4424ZN,8.0,2021-10-30,2021-11-07 00:00:00.000000000
4424ZN,8.0,2021-09-14,2021-09-22 00:00:00.000000000
4424ZN,8.0,2021-09-27,2021-10-05 00:00:00.000000000
4424ZN,8.0,2021-02-05,2021-02-13 00:00:00.000000000
4424ZN,8.0,2021-03-26,2021-04-03 00:00:00.000000000
4424ZN,8.0,2021-01-20,2021-01-28 00:00:00.000000000
4424ZN,8.0,2021-08-11,2021-08-19 00:00:00.000000000
4424ZN,8.0,2021-07-26,2021-08-03 00:00:00.000000000
4424ZN,8.0,2021-09-13,2021-09-21 00:00:00.000000000
4424ZN,8.0,2021-01-12,2021-01-20 00:00:00.000000000
4424ZN,8.0,2021-08-18,2021-08-26 00:00:00.000000000
4424ZN,8.0,2021-08-07,2021-08-15 00:00:00.000000000
4424ZN,8.0,2021-11-16,2021-11-24 00:00:00.000000000
4424ZN,8.0,2021-12-12,2021-12-20 00:00:00.000000000
4424ZN,8.0,2021-05-26,2021-06-03 00:00:00.000000000
4424ZN,8.0,2021-12-13,2021-12-21 00:00:00.000000000
4424ZN,8.0,2021-11-12,2021-11-20 00:00:00.000000000
4424ZN,8.0,2021-08-16,2021-08-24 00:00:00.000000000
4424ZN,8.0,2021-09-24,2021-10-02 00:00:00.000000000
4424ZN,8.0,2021-06-24,2021-07-02 00:00:00.000000000
4424ZN,8.0,2021-02-16,2021-02-24 00:00:00.000000000
4424ZN,8.0,2021-09-15,2021-09-23 00:00:00.000000000
4424ZN,8.0,2021-05-05,2021-05-13 00:00:00.000000000
4424ZN,8.0,2021-02-02,2021-02-10 00:00:00.000000000
4424ZN,8.0,2021-12-06,2021-12-14 00:00:00.000000000
4424ZN,8.0,2021-03-27,2021-04-04 00:00:00.000000000
4424ZN,8.0,2021-05-30,2021-06-07 00:00:00.000000000
4424ZN,8.0,2021-06-02,2021-06-10 00:00:00.000000000
4424ZN,8.0,2021-07-07,2021-07-15 00:00:00.000000000
4424ZN,8.0,2021-12-13,2021-12-21 00:00:00.000000000
4424ZN,8.0,2021-08-19,2021-08-27 00:00:00.000000000
4424ZN,8.0,2021-03-06,2021-03-14 00:00:00.000000000
4424ZN,8.0,2021-09-20,2021-09-28 00:00:00.000000000
4424ZN,8.0,2021-10-06,2021-10-14 00:00:00.000000000
4424ZN,8.0,2021-05-25,2021-06-02 00:00:00.000000000
4424ZN,8.0,2021-09-12,2021-09-20 00:00:00.000000000
4424ZN,8.0,2021-01-11,2021-01-19 00:00:00.000000000
4424ZN,8.0,2021-06-12,2021-06-20 00:00:00.000000000
4424ZN,8.0,2021-08-22,2021-08-30 00:00:00.000000000
4424ZN,8.0,2021-04-03,2021-04-11 00:00:00.000000000
4424ZN,8.0,2021-03-18,2021-03-26 00:00:00.000000000
4424ZN,8.0,2021-04-14,2021-04-22 00:00:00.000000000
4424ZN,8.0,2021-02-25,2021-03-05 00:00:00.000000000
4424ZN,8.0,2021-07-02,2021-07-10 00:00:00.000000000
4424ZN,8.0,2021-03-04,2021-03-12 00:00:00.000000000
4424zf,8.0,2021-08-20,2021-08-28 00:00:00.000000000
4424zf,8.0,2021-09-30,2021-10-08 00:00:00.000000000
4424zf,8.0,2021-07-14,2021-07-22 00:00:00.000000000
4424zf,8.0,2021-10-21,2021-10-29 00:00:00.000000000
4424zf,8.0,2021-01-06,2021-01-14 00:00:00.000000000
4424zf,8.0,2021-01-31,2021-02-08 00:00:00.000000000
4424zf,8.0,2021-12-30,2022-01-07 00:00:00.000000000
4424zf,8.0,2021-01-30,2021-02-07 00:00:00.000000000
4424zf,8.0,2021-06-17,2021-06-25 00:00:00.000000000
4424zf,8.0,2021-10-07,2021-10-15 00:00:00.000000000
4424zf,8.0,2021-01-26,2021-02-03 00:00:00.000000000
4424zf,8.0,2021-04-20,2021-04-28 00:00:00.000000000
4424zf,8.0,2021-08-24,2021-09-01 00:00:00.000000000
4424zf,8.0,2021-04-24,2021-05-02 00:00:00.000000000
4424zf,8.0,2021-10-12,2021-10-20 00:00:00.000000000
4424zf,8.0,2021-05-18,2021-05-26 00:00:00.000000000
4424zf,8.0,2021-04-12,2021-04-20 00:00:00.000000000
4424zf,8.0,2021-06-03,2021-06-11 00:00:00.000000000
4424zf,8.0,2021-10-13,2021-10-21 00:00:00.000000000
4424zf,8.0,2021-10-17,2021-10-25 00:00:00.000000000
4424zf,8.0,2021-01-28,2021-02-05 00:00:00.000000000
4424zf,8.0,2021-11-04,2021-11-12 00:00:00.000000000
4424zf,8.0,2021-11-05,2021-11-13 00:00:00.000000000
4424zf,8.0,2021-11-25,2021-12-03 00:00:00.000000000
4424zf,8.0,2021-11-20,2021-11-28 00:00:00.000000000
4424zf,8.0,2021-08-16,2021-08-24 00:00:00.000000000
4424zf,8.0,2021-08-01,2021-08-09 00:00:00.000000000
4424zf,8.0,2021-01-04,2021-01-12 00:00:00.000000000
4424zf,8.0,2021-12-02,2021-12-10 00:00:00.000000000
4424zf,8.0,2021-08-14,2021-08-22 00:00:00.000000000
4424zf,8.0,2021-04-12,2021-04-20 00:00:00.000000000
4424zf,8.0,2021-09-19,2021-09-27 00:00:00.000000000
4424zf,8.0,2021-01-01,2021-01-09 00:00:00.000000000
4424zf,8.0,2021-03-12,2021-03-20 00:00:00.000000000
4424zf,8.0,2021-12-03,2021-12-11 00:00:00.000000000
4424zf,8.0,2021-09-19,2021-09-27 00:00:00.000000000
4424zf,8.0,2021-01-15,2021-01-23 00:00:00.000000000
4424zf,8.0,2021-07-26,2021-08-03 00:00:00.000000000
4424zf,8.0,2021-03-31,2021-04-08 00:00:00.000000000
4424zf,8.0,2021-07-29,2021-08-06 00:00:00.000000000
4424zf,8.0,2021-02-15,2021-02-23 00:00:00.000000000
4424zf,8.0,2021-08-30,2021-09-07 00:00:00.000000000
4424zf,8.0,2021-06-18,2021-06-26 00:00:00.000000000
4424zf,8.0,2021-06-09,2021-06-17 00:00:00.000000000
4424zf,8.0,2021-08-31,2021-09-08 00:00:00.000000000
4424zf,8.0,2021-08-11,2021-08-19 00:00:00.000000000
4424zf,8.0,2021-06-29,2021-07-07 00:00:00.000000000
4424zf,8.0,2021-01-25,2021-02-02 00:00:00.000000000
4424zf,8.0,2021-03-17,2021-03-25 00:00:00.000000000
4424zf,8.0,2021-11-11,2021-11-19 00:00:00.000000000
4424zf,8.0,2021-01-08,2021-01-16 00:00:00.000000000
4424zf,8.0,2021-01-16,2021-01-24 00:00:00.000000000
4424zf,8.0,2021-12-17,2021-12-25 00:00:00.000000000
4424zf,8.0,2021-03-23,2021-03-31 00:00:00.000000000
4424zf,8.0,2021-05-23,2021-05-31 00:00:00.000000000
4424zf,8.0,2021-04-14,2021-04-22 00:00:00.000000000
4424zf,8.0,2021-09-09,2021-09-17 00:00:00.000000000
4424zf,8.0,2021-01-06,2021-01-14 00:00:00.000000000
4424zf,8.0,2021-01-19,2021-01-27 00:00:00.000000000
4424zf,8.0,2021-10-23,2021-10-31 00:00:00.000000000
4424zf,8.0,2021-06-27,2021-07-05 00:00:00.000000000
4424zf,8.0,2021-04-03,2021-04-11 00:00:00.000000000
4424zf,8.0,2021-07-18,2021-07-26 00:00:00.000000000
4424zf,8.0,2021-12-02,2021-12-10 00:00:00.000000000
4424zf,8.0,2021-09-14,2021-09-22 00:00:00.000000000
4424zf,8.0,2021-01-24,2021-02-01 00:00:00.000000000
4424zf,8.0,2021-12-15,2021-12-23 00:00:00.000000000
4424zf,8.0,2021-07-24,2021-08-01 00:00:00.000000000
4424zf,8.0,2021-05-14,2021-05-22 00:00:00.000000000
4424zf,8.0,2021-04-01,2021-04-09 00:00:00.000000000
4424zf,8.0,2021-10-09,2021-10-17 00:00:00.000000000
4424zf,8.0,2021-09-23,2021-10-01 00:00:00.000000000
4424zf,8.0,2021-02-18,2021-02-26 00:00:00.000000000
4424zf,8.0,2021-08-17,2021-08-25 00:00:00.000000000
4424zf,8.0,2021-09-08,2021-09-16 00:00:00.000000000
4424zf,8.0,2021-02-12,2021-02-20 00:00:00.000000000
4424zf,8.0,2021-06-13,2021-06-21 00:00:00.000000000
4424zf,8.0,2021-03-03,2021-03-11 00:00:00.000000000
4424zf,8.0,2021-01-28,2021-02-05 00:00:00.000000000
4424zf,8.0,2021-07-27,2021-08-04 00:00:00.000000000
4424zf,8.0,2021-08-10,2021-08-18 00:00:00.000000000
4424zf,8.0,2021-06-15,2021-06-23 00:00:00.000000000
4424zf,8.0,2021-03-09,2021-03-17 00:00:00.000000000
4424zf,8.0,2021-04-07,2021-04-15 00:00:00.000000000
4424zf,8.0,2021-08-12,2021-08-20 00:00:00.000000000
4424zf,8.0,2021-04-05,2021-04-13 00:00:00.000000000
4424zf,8.0,2021-12-06,2021-12-14 00:00:00.000000000
4424zf,8.0,2021-09-17,2021-09-25 00:00:00.000000000
4424zf,8.0,2021-11-29,2021-12-07 00:00:00.000000000
4424zf,8.0,2021-10-01,2021-10-09 00:00:00.000000000
4424zf,8.0,2021-08-05,2021-08-13 00:00:00.000000000
4424zf,8.0,2021-04-23,2021-05-01 00:00:00.000000000
4424zf,8.0,2021-11-20,2021-11-28 00:00:00.000000000
4424zf,8.0,2021-10-10,2021-10-18 00:00:00.000000000
4424zf,8.0,2021-09-17,2021-09-25 00:00:00.000000000
4424zf,8.0,2021-11-28,2021-12-06 00:00:00.000000000
4424zf,8.0,2021-01-12,2021-01-20 00:00:00.000000000
4424zf,8.0,2021-06-02,2021-06-10 00:00:00.000000000
4424zf,8.0,2021-04-18,2021-04-26 00:00:00.000000000
4424zf,8.0,2021-06-05,2021-06-13 00:00:00.000000000
